row_id,row_number,description,title,brand,model,category,condition,sku,upc,quantity,retail_value,notes,base_cost,ideal_price
64,64,"Automatic Roller Door Opener, Roll Up Garage Door Opener with 4 Remotes 800N & Secure Encryption for Garage Warehouse Store & Barn Farm, Wall Mounted",,ZSUCC,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,267.97,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69532 | LPN: LPNNA627RDDVC,16.62,33.24
65,65,"ROVOGO Shower Panel Tower System with Rainfall Waterfall Shower, 5 Body Jets and 3-Setting Handheld, 304 Stainless Steel Shower Column Wall-Mount, Black",,ROVOGO,,BUILDING_AND_HARDWARE,USED_GOOD,,665268100796,1,259.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69131 | LPN: LPNNA67ZYT7FZ,16.12,32.24
66,66,"LightingLabs Led Bollard Landscape Lighting 20 Watts 40 Inch 3CCT 3000/4000/5000K 120-277V Outdoor Pathway Light Wired Ideal for Garden, Commercial and Driveway Rated IP65 ETL Listed",,Lighting Labs,,BUILDING_AND_HARDWARE,USED_GOOD,,738941002288,1,253.50,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69685 | LPN: LPNNA6NV6YV3L,15.72,31.44
67,67,"Kohree RV Toilet, 18.5” Residential Height, Soft Close Seat & Cover, Deeper Bowl & Longer Seat, Efficient Gravity Flush System, Foot Pedal Operation, Universal Fit for RV Motorhomes Campers, White",,Kohree,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,240.49,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69532 | LPN: LPNNA6FG6BXQ3,14.91,29.82
68,68,"Merexcint Farmhouse Rustic Ceiling Fan with Light and Remote, 21 Inch Flush Mount Vintage Bladeless Rustic Chandeliers Fan, Rustic Ceiling Fan for Living Room, Bedroom, Hallway, Entryway Lighting",,Merexcint,,BUILDING_AND_HARDWARE,USED_GOOD,,645707959505,1,233.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69172 | LPN: LPNNA6RPWS6TL,14.51,29.02
69,69,"LoryLAB LED Ceiling Light Fixture 19.68, Handcrafted Walnut Wood Modern Wabi-Sabi Style, 42W LED 3000K-4000K-6000K, Low Profile Lamp for Bedroom Kitchen Hallway Dining",,LoryLAB,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,233.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69742 | LPN: LPNNA65Q8NGDF,14.51,29.02
70,70,"TIRUSUN 72"" Ceilling Fans with Lights, Chandelier Fan Modern DC Motor Dimmable Led Fandelier Ceiling Fan with Light for Bedroom, Living Room, Indoor/Outdoor, Silver",,TIRUSUN,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,232.70,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69172 | LPN: LPNNA6XYTRWRK,14.43,28.86
71,71,"24"" Dusk to Dawn Outdoor Wall Light Fixture 2 Pack-Black Extra Large Modern Porch Lantern 3-Light, Waterproof Exterior Lighting Sconce Wall Mount, Outside Lamp for Entryway Garage Coach E12 Base",,SIAFAVOI,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,222.29,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69648 | LPN: LPNNA6W3LWLLF,13.78,27.56
72,72,Fanwin Star Blue OceanMystery Series Tempered Deco Glass Vessel Bathroom Sink in Starry Blue | Top Mount Sinks Above Countertop | Vanity Countertop Sink Bowl with Pop Up Drain |FW-LA604,,Fanwin Star,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,221.13,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69699 | LPN: LPNNA6KKT7TJN,13.71,27.42
73,73,"RAINLIGHTING 5 Lights 22 Inch Semi Flush Mount Close to Ceiling Light Fixture,Linen Fabric Shade Brushed Nickel Finish for Bedroom,Living Room,Dining Room Hallway",,RAINLIGHTING,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,220.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68861 | LPN: LPNNA6M7SB5Z6,13.70,27.40
74,74,"Heircido Rattan Large Drum Chandeliers, 23.6 Inch Chandelier for Dining Room 5-Lights Lamp Shape 3-Tier Light Fixtures with White Fabric Hanging Lighting for Entryway Kitchen Island Foyer Bedroom",,Heircido,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,218.39,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69742 | LPN: LPNNA6GZ85GHZ,13.54,27.08
75,75,Flexible EPDM Rubber Strip (100 ft Long and 3/4 inch Wide) for Concrete Crack Repair and Replacement - Weather and Aging Resistant Expansion Joint Filler for Driveways and Sidewalks,,RTHIEAI,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,217.09,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69856 | LPN: LPNNA6YCHWHG6,13.46,26.92
76,76,"1.5HP Electric Motor 3450RPM Reversible Single Phase 56C Frame General Purpose Motor for Agricultural Machinery General Equipment 5/8"" Shaft Diameter TEFC 115/230V",,Cuilvu,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,259.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69399 | LPN: LPNNA6SDN2V6X,16.12,32.24
77,77,72 Inch Gold Ceiling Fans with Lights Reversible Quiet DC Motor 6 Speeds Large Modern Ceiling Fans with Remote Chandelier Fans for Bedroom Living Room,,Dawn Whisper,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,259.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69729 | LPN: LPNNA6GG8X243,16.12,32.24
78,78,"Yiludingsheng Antler Chandelier 8-Light, 38.4in Deer Antlers Chandelier Rustic Style Faux Deer Resin Antlers Lamp Vintage Antler Horn Retro Lighting for Dining Room Bedroom Cabin(6Lamp Arms+3 Arms)",,Yiludingsheng,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,259.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69661 | LPN: LPNNA6BMCTC1S,16.12,32.24
79,79,"prismite Paint Sprayer Extension Pole, 4-1/2 to 10 Feet",,prismite,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,259.94,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69372 | LPN: LPNNA6FFSYCTM,16.12,32.24
80,80,"Outdoor Electrical Box 24 x 24 x 12''D NEMA 4X Enclosure Steel Box, Waterproof & Dustproof Outdoor/Indoor Lockable Electrical Junction Box, with Mounting Plate",,CXCESNS,,BUILDING_AND_HARDWARE,USED_GOOD,,085353666967,1,256.09,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69661 | LPN: LPNNA686WGDQL,15.88,31.76
81,81,szcflaghip Dimmable Kitchen Island Lighting Modern LED Linear Chandelier Lighting Fixture 39in Crystal Modern Led Pendant Light Fixtures Over Table for Dining Room Kitchen Living Room,,szcflaghip,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,245.56,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69644 | LPN: LPNNA64NN98W9,15.23,30.46
82,82,"Lexier 2Pack 47.2inch Long Outdoor Modern LED Wall Light,38W Waterproof IP65 Warm White 110V led Wall Mount Lighting Fixture Rectangular Black Wall Lights Elegant Frosted White Acrylic Anti Rust.",,Lexier,,BUILDING_AND_HARDWARE,USED_GOOD,,601868345694,1,233.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69519 | LPN: LPNNA6BFV772G,14.51,29.02
83,83,"SCNYCUL Outdoor Lamp Post Lights with Outlet, Dusk to Dawn Pole Lamp with Patterned Glass, Aluminum Waterproof Outside Street Light with Plug, Hardwired Black Light Pole for Backyard, Garden, Driveway",,SCNYCUL,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,233.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69661 | LPN: LPNNA6SKVMQ7P,14.51,29.02
84,84,"BAIDICE Soft Close Bottom Mount Drawer Slides 24 Inch Rails with Rear mounting Bracket Locking Devices Screws for Face Frame Or Frameless Application（24 inch,6 Pair）",,baidice,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,228.03,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69739 | LPN: LPNNA62R1K6W3,14.14,28.28
85,85,"120W LED Floor Lamp, 76.8"" Tall Reading Light, 10000LM Knob Dimming Standing Lamp, Full Spectrum Eye Care Reading Lamp, 4000K Natural Daylight for Study Room, Office, Living Room, Bedroom (White)",,STERREN,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,222.29,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69644 | LPN: LPNNA69Q92C7L,13.78,27.56
86,86,"AIKVSXER 4 Pack 1x4 LED Flat Panel Light – 5500LM Ultra-Bright, Dimmable 30-50W, 3000K-6500K Adjustable, 0-10V Dimming, Slim Surface Mount Ceiling Light for Office, Home, Garage – White",,AIKVSXER,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,222.29,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69742 | LPN: LPNNA6RJQKKVK,13.78,27.56
87,87,"Aliseniors Heavy Duty Bedside Commode, 500lbs Extra-Wide Bariatric Commode Chair for Adults & Seniors, Portable Toilet Seat with Arms, Adjustable Potty Chair Bucket with Lid, Tool-Free Assembly",,Aliseniors,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,741754998570,1,220.94,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69729 | LPN: LPNNA6W2X58CK,13.70,27.40
88,88,"B2853 Pool Pump Motor 1 HP Fits for A.O. Smith Century Pool Pump B853, Pentair SuperFlo, Sta-Rite WhisperFlo, Challenger, Pinnacle, Anthony Pumps, 3450 RPM, 1 Speed, 230/115 V, Square Pool Motor",,BENXUTO,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,213.19,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69648 | LPN: LPNNA6JRCG6QJ,13.22,26.44
89,89,"BAIDICE Soft Close Bottom Mount Drawer Slides21 Inch Rails with Rear mounting Bracket Locking Devices Screws for Face Frame Or Frameless Application（21 inch,6 Pair）",,baidice,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,210.48,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69669 | LPN: LPNNA6TFWZ3ZN,13.05,26.10
90,90,"Neodrain12X36 Inch Shower Niche, Brushed 3-Tier Stainless Niches No Tile Needed Bathroom wall Niche for Shower Storage Waterprooof, Recessed in wall",,Neodrain,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,210.48,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69669 | LPN: LPNNA6KZ8QP6B,13.05,26.10
91,91,"AWBYBO Sliding Shower Chair Tub Transfer Bench with Swivel Seat for Elderly & Disabled 400lb Heavy Duty Bath & Shower Safety Seating with Armrests & Backrest, Adjustable Height Tub Bench for Bathroom",,AWBYBO,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,207.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69739 | LPN: LPNNA6ZRDPLQ6,12.90,25.80
92,92,"Pelopy 16 Pcs Stanchion Posts Queue Crowd Control Stanchion Velvet Ropes Carpet Set, 38 in Post Sand Injection Hollow Base with Rope for Party Museum (32 ft Carpet,Gold,Red)",,Pelopy,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,207.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69648 | LPN: LPNNA6ZZY4GTV,12.90,25.80
93,93,"PUMPMAN 1.5 HP Deep Well Submersible Pump, 110V, 26.4 GPM Flow, 315 Ft Head, 4'' Stainless Steel Water Pump, Deep Well Water Pump for Industrial, Irrigation&Home Use, IP68 Waterproof Grade",,PUMPMAN,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,207.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69685 | LPN: LPNNK5DTSMCVT,12.90,25.80
94,94,"SINMEIRUN 16.5 FT Telescoping A Frame Ladder, 8 Step, ANSI Certified, Type IA Heavy Duty, 330lbs Max Capacity, Aluminum Extension Ladder for Home, Roof, RV; Orange",,SINMEIRUN,,BUILDING_AND_HARDWARE,USED_GOOD,,717639176036,1,259.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69644 | LPN: LPNNA6817HVVD,16.12,32.24
95,95,"DDLLDESHI 16 Light Chandelier Sputnik Ceiling Light Fixture with Glass Globe Bubble Black Chandeliers for Dining Room Bedroom Kitchen Office Living Room Light Fixture（41"" Art Deco Modern Chandelier）",,DDLLDESHI,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,259.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69648 | LPN: LPNNA6MDMFGXV,16.12,32.24
96,96,AKMNBDH Modern Black and Gold Rectangular Chandelier Luxury K9 Crystal Chandelier Crystal Flush Mount Ceiling Light Ideal for Dining Room Living Room W80cm 8 E12 Base,,AKMNBDH,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,259.97,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68867 | LPN: LPNNA6WPSRZCJ,16.12,32.24
97,97,"XYDikssn Modern Gold Crystal Chandelier, Luxury Gold 24” Round Chandelier Round Pendant Lighting Adjustable Ceiling Light Fixture for Living Room Dining Room Bedroom Foyer Entryway",,XYDikssn,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,256.09,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69519 | LPN: LPNNA6YMBWF9G,15.88,31.76
98,98,"Kwpcvz Water Textured Glass Drum Chandelier,22"" Round Modern Chandeliers for Dining Room Light Fixture Luxury Hanging Farmhouse Black Glass Pendant Light for Entryway Foyer Living Room Kitchen",,Kwpcvz,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,248.16,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69532 | LPN: LPNNA6QYPGKBY,15.39,30.78
99,99,"43.3"" Tall Fireproof Wall Safes Between the Studs 16"" Centers, Electronic Hidden Safe with Removable Shelf, Fireproof in Wall Safe for Money Jewelry Passport",,GUVELI,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,246.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69644 | LPN: LPNNA6R8FC3DK,15.32,30.64
100,100,"1700W Canister Vacuum Cleaner, 45Kpa Bagless Vacuum Cleaner, Multi-Cyclonic Filtration, 2 Anti-Allergen HEPA Filters, 3.5QT Dust Cup, 4 Tools, Corded Vacuum for Hard Floor, Pet Hair, Turquoise",,Aspiron,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,779657329603,1,233.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69532 | LPN: LPNNA6KHBNRJM,14.51,29.02
101,101,"Farmhouse Table Lamps Black 18.8"" Tall Ceramic Table Lamp Rustic Southwestern Clay Pot Ceramic Lampshade with Fabric Shade Bedside Nightstand for Living Room Bedroom House Office Entryway (White)",,DJAMEL,,BUILDING_AND_HARDWARE,USED_GOOD,,765150475633,1,233.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69856 | LPN: LPNNA6XM2D8XV,14.51,29.02
102,102,"8 Light Bathroom Light Fixtures Gold for Big Mirror, Brushed Gold Vanity Lights for Bathroom with Milky White Frosted Glass Shades, 51 inch Wall Sconce for Mirrors Living Room Bedroom",,FAISHILAN,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,233.94,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69729 | LPN: LPNNA6MQ58BR3,14.51,29.02
103,103,"Yoenecea Outdoor Lighting Fixtures Wall Mount, Outdoor Wall Lights Modern with Frosted Glass, Aluminum Exterior Light for House Outdoor Wall Lantern for Garage Porch Carriage Patio (17''H, 1 pc)",,Yoenecea,,BUILDING_AND_HARDWARE,USED_GOOD,,747165676786,1,233.84,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69699 | LPN: LPNNA62ZY8V6R,14.50,29.00
104,104,"RIKADE Telescopic Ladder, 20.34FT Aluminum Telescoping Ladder with Stable Hook and Non-Slip Feet, Portable Extension Ladder for Household and Outdoor Working, Max Load 330lbs, Aluminum",,RIKADE,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,220.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69699 | LPN: LPNNA6NXKPXY9,13.70,27.40
105,105,"Focitland 23 Inch Gold Bathroom Vessel Sink with Waterfall Faucet and Drain Combo,Oval Ceramic Vessel Sink Above Counter Modern Bathroom Sink Bowl,Golden YuanBao Design",,Focitland,,BUILDING_AND_HARDWARE,USED_GOOD,,732262004136,1,220.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69745 | LPN: LPNNA64L636N2,13.70,27.40
106,106,"14.17in Alabaster Wall Sconces, Natural Marble Wall Light Set of Two, Modern LED Alabaster Sconces for Living Room Indoor Wall Lamps for Dining Room Stairs Bedroom,Brushed Gold",,DLUCE,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,219.82,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69302 | LPN: LPNNA65Z8L6GR,13.63,27.26
107,107,"Modern linear chandeliers for dining room,7 Lights Glass Globe sputnik ceiling light fixture 41"" Mid Century black and gold chandelier (Large Long Pendant Hanging Lighting for Kitchen Island)",,DDLLDESHI,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,219.70,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69685 | LPN: LPNNA6C67R7DY,13.62,27.24
108,108,Juexica 96 x 118 Inch Plastic Strip Door Curtain Kit 0.08'' Walk in Cooler Curtains PVC Freezer Door Curtain Smooth Waterproof Insulation Hurricane Shutters Gate for Warehouse Garage Industry (Clear),,Juexica,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,215.79,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69532 | LPN: LPNNA6XW4NG2B,13.38,26.76
109,109,"Wisfor Sintered Stone Dining Coffee Table - 30"" Round Stone Dining Table for Kitchen Dining Room, Rust-Proof Iron Base and Travertine Tabletop",,Wisfor,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,259.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69699 | LPN: LPNNA6NJMHT51,16.12,32.24
110,110,"FACHNUO 5 Feet Portable Wheelchair Ramp, Non-Skid Aluminum Handicap Ramps with Handle, Folding Threshold Wheel Chair Ramp for Home Steps, Stairs, Entry, Threshold, Doorways, Scooter, 800LBS Capacity",,FACHNUO TOOL,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,259.97,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69532 | LPN: LPNNA6DYTCRFZ,16.12,32.24
111,111,"Acquaer Shallow Well Jet Pump,Cast Iron, Well Depth Up to 25ft, 115V/230V Dual Voltage, Automatic Pressure Switch,1HP",,Acquaer,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,256.09,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69648 | LPN: LPNNA6XHHMCGG,15.88,31.76
112,112,"LightingLabs Led Bollard Landscape Lighting 20 Watts 40 Inch 3CCT 3000/4000/5000K 120-277V Outdoor Pathway Light Wired Ideal for Garden, Commercial and Driveway Rated IP65 ETL Listed",,Lighting Labs,,BUILDING_AND_HARDWARE,USED_GOOD,,738941002288,1,253.50,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68861 | LPN: LPNNA6G8FYQNY,15.72,31.44
113,113,"ZXFDWB Gold Modern Sputnik Chandelier for Dining Room Light Fixture, 6-Light Mid Century Pendant with Frosted Glass Shades Globe, Adjustable Hanging Celling Light for Kitchen Island, Living Room",,ZXFDWB,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,246.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68868 | LPN: LPNNA6B67MZ9C,15.32,30.64
114,114,"CLAIRDAI 42'' Dimmable Ceiling Fan with Light and Remote Crystal Modern Chandelier Fan Retractable Fandelier with Memory, Silent Motor, 6 Speed, 3 Color Change, Timer Function(Gold)",,CLAIRDAI,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,246.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69856 | LPN: LPNNA6T7TS472,15.32,30.64
115,115,SANDYHA Blue Ceramic Table Lamp Nordic Bedside Lamp Gold Metal Bracket Base with White Fabric Lampshadetable Lamps for Living Room Bedroom Study Hotel Navy Blue Lamp,,SANDYHA,,BUILDING_AND_HARDWARE,USED_GOOD,,717097365737,1,245.58,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69399 | LPN: LPNNA6F8GN5PS,15.23,30.46
116,116,"ANYCUBIC Photon Mono 4, Resin 3D Printer with 7'' 10K Mono LCD Screen, Stable LighTurbo Light Source and 70mm/h Fast Printing, Print Volume 6.04'' x 3.42'' x 6.49''",,ANYCUBIC,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,840432410172,1,235.76,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68868 | LPN: LPNNA62JRJGZG,14.62,29.24
117,117,"Portable Shampoo Bowl with Electric Pump (Pack of 1) | Adjustable Basin Height, Dual-Bucket Design with Drain Hoses | Home & Barber Use |",,Nazalus,,BUILDING_AND_HARDWARE,USED_GOOD,,764126889351,1,233.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69661 | LPN: LPNNA6K5555XV,14.51,29.02
118,118,"WLJBIDET Bidet Toilet Seat with Remote Control, Electronic Heated Bidet Seat with Adjustable Warm Water and Pressure, Warm Air Drying, Display Screen, Night Light, Slow Closed Toilet Lid, Elongated",,WLJBIDET,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,233.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69849 | LPN: LPNNA6Q6Y3RZ6,14.51,29.02
119,119,"9815wh High Capacity Wall Heater,Wall-Mounted Electric Heater with Built-In Adjustable Thermostat and Silent Motor Suitable for Kitchen, Bedroom, Study, Living room 1500W,120/240V Voltage,White",,Atdsetr,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,232.70,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68867 | LPN: LPNNA69MC7D92,14.43,28.86
120,120,"BAIDICE Soft Close Bottom Mount Drawer Slides 24 Inch Rails with Rear mounting Bracket Locking Devices Screws for Face Frame Or Frameless Application（24 inch,6 Pair）",,baidice,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,228.03,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69739 | LPN: LPNNA6DSL98CX,14.14,28.28
121,121,"TETOTE 30 x 26 Bathroom Mirror with Storage with Tempered Beveled Mirror Silver Medicine Cabinet Aluminum Cabinet DTC Hinges, Stepless Adjustable Shelves, Recessed/Surface-Mounted",,TETOTE,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,220.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69638 | LPN: LPNNA67WBTWSH,13.70,27.40
122,122,"RIKADE Telescopic Ladder, 20.34FT Aluminum Telescoping Ladder with Stable Hook and Non-Slip Feet, Portable Extension Ladder for Household and Outdoor Working, Max Load 330lbs, Aluminum",,RIKADE,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,220.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69724 | LPN: LPNNA6KJP3Z6N,13.70,27.40
123,123,"OURBAOFU Tandem Shower, Dual Shower Heads for Couples & Handheld head, Triple Shower Head System for Two People, High Pressure and Adjustable Double Shower Heads and Handheld Shower Head（Black)",,OURBAOFU,,BUILDING_AND_HARDWARE,USED_GOOD,,738191928581,1,220.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-68867 | LPN: LPNNA6QW3B4NK,13.70,27.40
124,124,"Deliyfans 48"" Fandelier Ceiling Fan with Light, Chandelier Ceiling Fans with Lights,Retractable Crystal Ceiling Fan for Bedroom Living Room,6 Wind Speed,3 Color Tempeature-Chrome",,Deliyfans,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,220.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69856 | LPN: LPNNA6VSNW72D,13.70,27.40
125,125,"Neoaider Slatwall Panel 8 FT x 4 FT, Interlocking Slat Wall Paneling, Wall Mounted PVC Wallpanel, Suitable for Garage Storage and Organizer, Slatwall Board, Shelves - White",,Neoaider,,MIXED_BUILDING_AND_INDUSTRIAL,USED_GOOD,,,1,210.50,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69638 | LPN: LPNNA6QYT5FGR,13.05,26.10
126,126,"Qcazegy 31.5"" Black Flush Mount Ceiling Light Fixture, 5-Light Vintage Industrial Cage Chandelier for Dining Room, Kitchen Island, Living Room, Dimmable Large Semi Flush Mount Close to Ceiling Light",,Qcazegy,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,207.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69532 | LPN: LPNNA69Z85P3L,12.90,25.80
127,127,"TXCSLY 42"" Fandelier Ceiling Fan with Light, Crystal Chandelier Fan with Retractable Blades Dimmable Crystal Ceiling Fan Chandelier for Bedroom Living Room Dining Room-Gold",,TXCSLY,,BUILDING_AND_HARDWARE,USED_GOOD,,,1,207.99,Lot: AMZ_3PL_20260409_025 | Pallet: LIQ:3PL:PALLET:LNRM:PAL-69661 | LPN: LPNNA673TGYR2,12.90,25.80
